   9.9337970e-08	   1.2763198e-09	   4.3629107e-12	   0.0000000e+00	   0.0000000e+00	
   1.5902456e-07	   1.4651748e-08	   7.2188075e-10	   2.1287883e-11	   3.6451218e-13	
   5.1253434e-08	   1.2391392e-08	   1.8009099e-09	   1.6782834e-10	   1.0323898e-11	
   1.5256831e-08	   5.6053728e-09	   1.4231520e-09	   2.5560141e-10	   3.2324888e-11	
   4.8256998e-09	   2.2194170e-09	   7.7127306e-10	   2.0127639e-10	   3.9855168e-11	
   1.6006917e-09	   8.6308424e-10	   3.6404232e-10	   1.2167825e-10	   3.2321584e-11	
   5.6212041e-10	   3.3161096e-10	   1.6142713e-10	   6.4236883e-11	   1.9994804e-11	
   2.0455356e-10	   1.3050912e-10	   6.9799149e-11	   3.0916238e-11	   1.1848113e-11	
   7.7555365e-11	   5.1689257e-11	   2.9683592e-11	   1.4493478e-11	   6.3246121e-12	
   2.9758598e-11	   2.0810496e-11	   1.2726035e-11	   6.6818972e-12	   3.1207357e-12	
