   3.4611556e-07	   1.4301216e-08	   3.3592794e-10	   3.3298743e-12	   0.0000000e+00	
   2.4043008e-07	   4.7277007e-08	   5.8449165e-09	   5.0077689e-10	   2.9673423e-11	
   5.0459515e-08	   1.9940717e-08	   5.6203190e-09	   1.1455048e-09	   1.6773712e-10	
   1.1929195e-08	   6.2432083e-09	   2.5487961e-09	   8.2534881e-10	   2.1577950e-10	
   3.1699356e-09	   1.9327960e-09	   9.6705778e-10	   4.0625832e-10	   1.4057447e-10	
   9.1740288e-10	   6.1402649e-10	   3.5134929e-10	   1.7244248e-10	   7.3421179e-11	
   2.8385843e-10	   2.0281052e-10	   1.2615192e-10	   6.9844302e-11	   3.3605258e-11	
   9.1819039e-11	   6.8651441e-11	   4.5260372e-11	   2.7279131e-11	   1.4350793e-11	
   3.0828947e-11	   2.3891678e-11	   1.6584163e-11	   1.0494231e-11	   6.0911871e-12	
   1.0546994e-11	   8.3378649e-12	   6.1449599e-12	   4.1212074e-12	   2.4824988e-12	
