   6.3443518e-09	   4.7559503e-12	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   5.2670318e-08	   9.9072191e-10	   6.2805312e-12	   0.0000000e+00	   0.0000000e+00	
   4.4754040e-08	   3.3535366e-09	   1.1161899e-10	   2.5816862e-12	   7.0368536e-14	
   2.3490429e-08	   3.7059036e-09	   3.0292491e-10	   1.4487952e-11	   3.2733368e-13	
   1.1362577e-08	   2.7158826e-09	   3.7639832e-10	   3.1141041e-11	   1.5474404e-12	
   5.5016133e-09	   1.6951529e-09	   3.4195501e-10	   4.6221954e-11	   4.6508697e-12	
   2.6815424e-09	   9.9418345e-10	   2.5779612e-10	   4.4557340e-11	   6.3915738e-12	
   1.3330567e-09	   5.6677126e-10	   1.7266290e-10	   3.9704334e-11	   6.1378544e-12	
   6.7733512e-10	   3.1605877e-10	   1.1206132e-10	   3.0680537e-11	   6.0531493e-12	
   3.5038888e-10	   1.7752761e-10	   7.0491018e-11	   2.1790172e-11	   5.3282571e-12	
