   1.9865711e-07	   4.9149996e-09	   5.5427563e-11	   3.7879271e-13	   0.0000000e+00	
   2.0504489e-07	   2.8676738e-08	   2.3679530e-09	   1.2608182e-10	   4.1194428e-12	
   5.2452747e-08	   1.6661778e-08	   3.5292656e-09	   5.1113592e-10	   5.1709701e-11	
   1.3829920e-08	   6.2107015e-09	   2.0646232e-09	   5.1556482e-10	   9.8057546e-11	
   4.0189707e-09	   2.1528937e-09	   9.2487220e-10	   3.1194146e-10	   8.6345472e-11	
   1.2447689e-09	   7.5170165e-10	   3.7953935e-10	   1.5674007e-10	   5.4184839e-11	
   4.1233469e-10	   2.6671986e-10	   1.5038220e-10	   7.1514902e-11	   2.9240598e-11	
   1.4116758e-10	   9.8418052e-11	   5.9444946e-11	   3.1190318e-11	   1.4401495e-11	
   5.0505329e-11	   3.6302118e-11	   2.3645973e-11	   1.3208692e-11	   6.6814311e-12	
   1.8487430e-11	   1.3779579e-11	   9.3399427e-12	   5.6043853e-12	   3.0557165e-12	
