   9.2433759e-08	   1.1983956e-09	   6.5093968e-12	   0.0000000e+00	   0.0000000e+00	
   1.3045393e-07	   1.1989715e-08	   5.9233180e-10	   1.7737340e-11	   2.3960803e-13	
   3.5844578e-08	   8.7309838e-09	   1.3017652e-09	   1.2269485e-10	   8.0789815e-12	
   9.1168204e-09	   3.3986842e-09	   8.7500371e-10	   1.5856936e-10	   2.0467391e-11	
   2.4566981e-09	   1.1491174e-09	   4.0020944e-10	   1.0727358e-10	   2.1451886e-11	
   7.0768034e-10	   3.8234439e-10	   1.6138892e-10	   5.4757505e-11	   1.4885592e-11	
   2.1260714e-10	   1.2607314e-10	   6.1814347e-11	   2.4462469e-11	   8.0320833e-12	
   6.6245691e-11	   4.2301617e-11	   2.2779730e-11	   1.0333065e-11	   3.8953927e-12	
   2.1620217e-11	   1.4330283e-11	   8.4105702e-12	   4.1533533e-12	   1.7839496e-12	
   7.1350037e-12	   5.0028089e-12	   3.0779287e-12	   1.6417596e-12	   7.6907170e-13	
