   6.0100000e+02	   5.0179811e-01	
   6.0200000e+02	   5.0054239e-01	
   6.0300000e+02	   5.0064998e-01	
   6.0400000e+02	   5.0056901e-01	
   6.0500000e+02	   5.0006279e-01	
   6.0600000e+02	   4.9984091e-01	
   6.0700000e+02	   5.0006244e-01	
   6.0800000e+02	   4.9975441e-01	
   6.0900000e+02	   4.9891553e-01	
   6.1000000e+02	   4.9955144e-01	
   6.1100000e+02	   4.9835322e-01	
   6.1200000e+02	   4.9802762e-01	
   6.1300000e+02	   4.9858802e-01	
   6.1400000e+02	   4.9798001e-01	
   6.1500000e+02	   4.9721372e-01	
   6.1600000e+02	   4.9710614e-01	
   6.1700000e+02	   4.9679790e-01	
   6.1800000e+02	   4.9560112e-01	
   6.1900000e+02	   4.9596597e-01	
   6.2000000e+02	   4.9567000e-01	
   6.2100000e+02	   4.9481240e-01	
   6.2200000e+02	   4.9487349e-01	
   6.2300000e+02	   4.9450851e-01	
   6.2400000e+02	   4.9424502e-01	
   6.2500000e+02	   4.9442799e-01	
   6.2600000e+02	   4.9412877e-01	
   6.2700000e+02	   4.9383448e-01	
   6.2800000e+02	   4.9337277e-01	
   6.2900000e+02	   4.9290481e-01	
   6.3000000e+02	   4.9247796e-01	
   6.3100000e+02	   4.9233470e-01	
   6.3200000e+02	   4.9236817e-01	
   6.3300000e+02	   4.9270709e-01	
   6.3400000e+02	   4.9268793e-01	
   6.3500000e+02	   4.9135694e-01	
   6.3600000e+02	   4.9017880e-01	
   6.3700000e+02	   4.9088531e-01	
   6.3800000e+02	   4.8862269e-01	
   6.3900000e+02	   4.8883756e-01	
   6.4000000e+02	   4.8937550e-01	
   6.4100000e+02	   4.8728480e-01	
   6.4200000e+02	   4.8747012e-01	
   6.4300000e+02	   4.8577797e-01	
   6.4400000e+02	   4.8397639e-01	
   6.4500000e+02	   4.8639484e-01	
   6.4600000e+02	   4.8428620e-01	
   6.4700000e+02	   4.8432431e-01	
   6.4800000e+02	   4.8419135e-01	
   6.4900000e+02	   4.8363593e-01	
   6.5000000e+02	   4.8315723e-01	
   6.5100000e+02	   4.8340251e-01	
   6.5200000e+02	   4.8222959e-01	
   6.5300000e+02	   4.8305459e-01	
   6.5400000e+02	   4.8140443e-01	
   6.5500000e+02	   4.8230740e-01	
   6.5600000e+02	   4.8207416e-01	
   6.5700000e+02	   4.8007362e-01	
   6.5800000e+02	   4.7993592e-01	
   6.5900000e+02	   4.8026093e-01	
   6.6000000e+02	   4.7917782e-01	
   6.6100000e+02	   4.7821014e-01	
   6.6200000e+02	   4.7860347e-01	
   6.6300000e+02	   4.7644039e-01	
   6.6400000e+02	   4.7705810e-01	
   6.6500000e+02	   4.7573013e-01	
   6.6600000e+02	   4.7656570e-01	
   6.6700000e+02	   4.7603352e-01	
   6.6800000e+02	   4.7546111e-01	
   6.6900000e+02	   4.7528225e-01	
   6.7000000e+02	   4.7436678e-01	
   6.7100000e+02	   4.7323524e-01	
   6.7200000e+02	   4.7464055e-01	
   6.7300000e+02	   4.7224823e-01	
   6.7400000e+02	   4.7275431e-01	
   6.7500000e+02	   4.7287052e-01	
   6.7600000e+02	   4.7233623e-01	
   6.7700000e+02	   4.7050496e-01	
   6.7800000e+02	   4.7147629e-01	
   6.7900000e+02	   4.7076621e-01	
   6.8000000e+02	   4.6909577e-01	
   6.8100000e+02	   4.6980301e-01	
   6.8200000e+02	   4.6950057e-01	
   6.8300000e+02	   4.6849551e-01	
   6.8400000e+02	   4.6672560e-01	
   6.8500000e+02	   4.6884724e-01	
   6.8600000e+02	   4.6745351e-01	
   6.8700000e+02	   4.6545408e-01	
   6.8800000e+02	   4.6685202e-01	
   6.8900000e+02	   4.6617580e-01	
   6.9000000e+02	   4.6475446e-01	
   6.9100000e+02	   4.6571604e-01	
   6.9200000e+02	   4.6526913e-01	
   6.9300000e+02	   4.6319921e-01	
   6.9400000e+02	   4.6396451e-01	
   6.9500000e+02	   4.6445028e-01	
   6.9600000e+02	   4.6307369e-01	
   6.9700000e+02	   4.6460542e-01	
   6.9800000e+02	   4.6167827e-01	
   6.9900000e+02	   4.6138149e-01	
   7.0000000e+02	   4.6129001e-01	
   7.0100000e+02	   4.6106773e-01	
   7.0200000e+02	   4.6123967e-01	
   7.0300000e+02	   4.5973179e-01	
   7.0400000e+02	   4.6078935e-01	
   7.0500000e+02	   4.5851458e-01	
   7.0600000e+02	   4.5912503e-01	
   7.0700000e+02	   4.5842253e-01	
   7.0800000e+02	   4.5919311e-01	
   7.0900000e+02	   4.5910324e-01	
   7.1000000e+02	   4.5824940e-01	
   7.1100000e+02	   4.5731883e-01	
   7.1200000e+02	   4.5625878e-01	
   7.1300000e+02	   4.5610189e-01	
   7.1400000e+02	   4.5558615e-01	
   7.1500000e+02	   4.5516507e-01	
   7.1600000e+02	   4.5536681e-01	
   7.1700000e+02	   4.5438802e-01	
   7.1800000e+02	   4.5389190e-01	
   7.1900000e+02	   4.5403464e-01	
   7.2000000e+02	   4.5244348e-01	
   7.2100000e+02	   4.5272426e-01	
   7.2200000e+02	   4.5288361e-01	
   7.2300000e+02	   4.5229049e-01	
   7.2400000e+02	   4.5230250e-01	
   7.2500000e+02	   4.5163601e-01	
   7.2600000e+02	   4.5174962e-01	
   7.2700000e+02	   4.5095240e-01	
   7.2800000e+02	   4.5152489e-01	
   7.2900000e+02	   4.5142066e-01	
   7.3000000e+02	   4.5109357e-01	
   7.3100000e+02	   4.5170186e-01	
   7.3200000e+02	   4.5141115e-01	
   7.3300000e+02	   4.5183652e-01	
   7.3400000e+02	   4.5268300e-01	
   7.3500000e+02	   4.5332556e-01	
   7.3600000e+02	   4.5238504e-01	
   7.3700000e+02	   4.5369231e-01	
   7.3800000e+02	   4.5490831e-01	
   7.3900000e+02	   4.5330593e-01	
   7.4000000e+02	   4.5456587e-01	
   7.4100000e+02	   4.5636095e-01	
   7.4200000e+02	   4.5476884e-01	
   7.4300000e+02	   4.5546696e-01	
   7.4400000e+02	   4.5570062e-01	
   7.4500000e+02	   4.5563505e-01	
