   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   1.6000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   1.8000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.2000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.4000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.2000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.3500000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.6500000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.8000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   3.2000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   3.6000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.4000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.8000000e-01	   1.5000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.2000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.3500000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.6500000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.8000000e+02	   1.8000000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.4400000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.6200000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.9800000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   2.1600000e+02	   1.5000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.2000000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.3500000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.6500000e+02	
   2.0000000e-01	   1.5000000e-01	   4.0000000e-01	   1.5000000e+02	   1.8000000e+02	   1.8000000e+02	
