   2.3189144e-01	   1.7600000e+02	   1.0091205e-01	   1.6179277e+02	   2.9579017e-02	   3.1575193e+01	   1.7968867e-01	   1.7579932e+02	   8.9844337e-02	   5.2739795e+02	
   2.2245962e-01	   1.7400036e+02	   9.7285090e-02	   1.6009232e+02	   3.1145058e-02	   3.0606135e+01	   1.7214890e-01	   1.7256808e+02	   8.6074450e-02	   5.1770425e+02	
   2.1760883e-01	   1.7208989e+02	   9.8044535e-02	   1.5841311e+02	   3.4981855e-02	   2.9679755e+01	   1.6905515e-01	   1.6991055e+02	   8.4527575e-02	   5.0973165e+02	
   2.1865261e-01	   1.7026013e+02	   1.0470722e-01	   1.5675611e+02	   4.1833281e-02	   2.8793618e+01	   1.7091841e-01	   1.6804900e+02	   8.5459207e-02	   5.0414701e+02	
   2.2598734e-01	   1.6850261e+02	   1.1812945e-01	   1.5512204e+02	   4.9722207e-02	   2.7945462e+01	   1.7765882e-01	   1.6652512e+02	   8.8829410e-02	   4.9957536e+02	
   2.3174413e-01	   1.6680885e+02	   1.3052193e-01	   1.5351151e+02	   4.9369848e-02	   2.7133176e+01	   1.8493680e-01	   1.6562940e+02	   9.2468400e-02	   4.9688819e+02	
   2.3575410e-01	   1.6517039e+02	   1.4047429e-01	   1.5192495e+02	   4.8958763e-02	   2.6354796e+01	   1.9443840e-01	   1.6491785e+02	   9.7219200e-02	   4.9475356e+02	
   2.2817851e-01	   1.6357874e+02	   1.3658649e-01	   1.5036268e+02	   4.7842959e-02	   2.5608488e+01	   1.8720856e-01	   1.6334309e+02	   9.3604280e-02	   4.9002928e+02	
   2.1878076e-01	   1.6202544e+02	   1.3027115e-01	   1.4882492e+02	   4.6355221e-02	   2.4892538e+01	   1.8113803e-01	   1.6210222e+02	   9.0569015e-02	   4.8630667e+02	
   2.1331031e-01	   1.6050202e+02	   1.2835957e-01	   1.4731178e+02	   4.4280218e-02	   2.4205348e+01	   1.8065017e-01	   1.6032008e+02	   9.0325085e-02	   4.8096025e+02	
   2.1136624e-01	   1.5900000e+02	   1.3006344e-01	   1.4582330e+02	   4.2714178e-02	   2.3545417e+01	   1.8042181e-01	   1.5834895e+02	   9.0210905e-02	   4.7504684e+02	
   2.1199128e-01	   1.5742760e+02	   1.3547209e-01	   1.4435945e+02	   4.2440121e-02	   2.2911345e+01	   1.8440926e-01	   1.5624786e+02	   9.2204632e-02	   4.6874358e+02	
   2.1548362e-01	   1.5572653e+02	   1.4510926e-01	   1.4292012e+02	   4.4495549e-02	   2.2301818e+01	   1.9230639e-01	   1.5395567e+02	   9.6153195e-02	   4.6186702e+02	
   2.2463760e-01	   1.5393859e+02	   1.5182046e-01	   1.4150518e+02	   5.2560654e-02	   2.1715603e+01	   1.9991252e-01	   1.5188259e+02	   9.9956262e-02	   4.5564778e+02	
   2.3244584e-01	   1.5210554e+02	   1.5205960e-01	   1.4011442e+02	   5.9138022e-02	   2.1151543e+01	   2.0786383e-01	   1.5017348e+02	   1.0393191e-01	   4.5052043e+02	
   2.3643868e-01	   1.5026918e+02	   1.5595399e-01	   1.3874763e+02	   6.1447931e-02	   2.0608553e+01	   2.1314859e-01	   1.4840233e+02	   1.0657429e-01	   4.4520700e+02	
   2.3940712e-01	   1.4847128e+02	   1.6249044e-01	   1.3740453e+02	   6.2779065e-02	   2.0085610e+01	   2.2027107e-01	   1.4689213e+02	   1.1013553e-01	   4.4067638e+02	
   2.4339110e-01	   1.4675364e+02	   1.6942299e-01	   1.3608485e+02	   6.5265154e-02	   1.9581755e+01	   2.2635559e-01	   1.4537473e+02	   1.1317779e-01	   4.3612420e+02	
   2.4783743e-01	   1.4515802e+02	   1.7699629e-01	   1.3478826e+02	   6.8671291e-02	   1.9096084e+01	   2.3352868e-01	   1.4350118e+02	   1.1676434e-01	   4.3050355e+02	
   2.5429853e-01	   1.4372621e+02	   1.8525904e-01	   1.3351444e+02	   7.4739696e-02	   1.8627743e+01	   2.4406777e-01	   1.4138828e+02	   1.2203389e-01	   4.2416484e+02	
   2.5945878e-01	   1.4250000e+02	   1.9141658e-01	   1.3226304e+02	   7.9946779e-02	   1.8175931e+01	   2.5344295e-01	   1.3970615e+02	   1.2672148e-01	   4.1911846e+02	
