   6.5000000e+02	   6.0866401e-08	   2.9756073e-09	   3.3784253e-10	   2.1299674e-11	   7.6135482e-12	   3.0622579e-13	
   6.5100000e+02	   8.0986284e-08	   3.9659923e-09	   4.5097480e-10	   2.8492139e-11	   1.0188509e-11	   4.1104126e-13	
   6.5200000e+02	   9.2489889e-08	   4.5375908e-09	   5.1680065e-10	   3.2722036e-11	   1.1704212e-11	   4.7371343e-13	
   6.5300000e+02	   9.7120729e-08	   4.7729258e-09	   5.4441323e-10	   3.4538108e-11	   1.2354518e-11	   5.0154542e-13	
   6.5400000e+02	   9.8586206e-08	   4.8526688e-09	   5.5427220e-10	   3.5226245e-11	   1.2599809e-11	   5.1293883e-13	
   6.5500000e+02	   9.9133702e-08	   4.8872803e-09	   5.5898270e-10	   3.5587329e-11	   1.2728155e-11	   5.1956670e-13	
   6.5600000e+02	   9.9502716e-08	   4.9128010e-09	   5.6262415e-10	   3.5877252e-11	   1.2831510e-11	   5.2508715e-13	
   6.5700000e+02	   9.9852433e-08	   4.9374512e-09	   5.6617796e-10	   3.6162271e-11	   1.2934681e-11	   5.3057916e-13	
   6.5800000e+02	   1.0024184e-07	   4.9664617e-09	   5.7049134e-10	   3.6519417e-11	   1.3068870e-11	   5.3775243e-13	
   6.5900000e+02	   1.0070718e-07	   5.0036817e-09	   5.7622685e-10	   3.7011417e-11	   1.3259681e-11	   5.4803972e-13	
   6.6000000e+02	   1.0123037e-07	   5.0471071e-09	   5.8304012e-10	   3.7605267e-11	   1.3493919e-11	   5.6068716e-13	
   6.6100000e+02	   1.0174782e-07	   5.0897391e-09	   5.8971964e-10	   3.8185001e-11	   1.3724623e-11	   5.7302852e-13	
   6.6200000e+02	   1.0220801e-07	   5.1259173e-09	   5.9528366e-10	   3.8656687e-11	   1.3913580e-11	   5.8289820e-13	
   6.6300000e+02	   1.0262690e-07	   5.1574563e-09	   6.0005191e-10	   3.9051903e-11	   1.4073410e-11	   5.9104553e-13	
   6.6400000e+02	   1.0307110e-07	   5.1917838e-09	   6.0532114e-10	   3.9496401e-11	   1.4254882e-11	   6.0040540e-13	
   6.6500000e+02	   1.0356116e-07	   5.2311727e-09	   6.1147880e-10	   4.0027164e-11	   1.4472456e-11	   6.1180243e-13	
   6.6600000e+02	   1.0402891e-07	   5.2680190e-09	   6.1717957e-10	   4.0512978e-11	   1.4672070e-11	   6.2210411e-13	
   6.6700000e+02	   1.0441542e-07	   5.2957961e-09	   6.2127570e-10	   4.0842808e-11	   1.4808139e-11	   6.2869513e-13	
   6.6800000e+02	   1.0475895e-07	   5.3188670e-09	   6.2454039e-10	   4.1093360e-11	   1.4911871e-11	   6.3343070e-13	
   6.6900000e+02	   1.0513312e-07	   5.3455280e-09	   6.2843690e-10	   4.1408342e-11	   1.5041769e-11	   6.3974326e-13	
   6.7000000e+02	   1.0555118e-07	   5.3772956e-09	   6.3322963e-10	   4.1813981e-11	   1.5208193e-11	   6.4825433e-13	
   6.7100000e+02	   1.0597796e-07	   5.4102589e-09	   6.3822549e-10	   4.2242926e-11	   1.5383233e-11	   6.5735749e-13	
   6.7200000e+02	   1.0638955e-07	   5.4417673e-09	   6.4295449e-10	   4.2649747e-11	   1.5547996e-11	   6.6597372e-13	
   6.7300000e+02	   1.0678383e-07	   5.4715979e-09	   6.4737464e-10	   4.3030858e-11	   1.5700730e-11	   6.7402171e-13	
   6.7400000e+02	   1.0716827e-07	   5.5005990e-09	   6.5163545e-10	   4.3401644e-11	   1.5847572e-11	   6.8188625e-13	
   6.7500000e+02	   1.0757088e-07	   5.5319633e-09	   6.5630924e-10	   4.3819652e-11	   1.6012281e-11	   6.9100068e-13	
   6.7600000e+02	   1.0803616e-07	   5.5707477e-09	   6.6230359e-10	   4.4375398e-11	   1.6232428e-11	   7.0360445e-13	
   6.7700000e+02	   1.0857428e-07	   5.6180784e-09	   6.6982107e-10	   4.5088391e-11	   1.6516344e-11	   7.2016842e-13	
   6.7800000e+02	   1.0913558e-07	   5.6682571e-09	   6.7784187e-10	   4.5855921e-11	   1.6821909e-11	   7.3814380e-13	
   6.7900000e+02	   1.0966742e-07	   5.7152706e-09	   6.8529371e-10	   4.6570514e-11	   1.7105137e-11	   7.5488583e-13	
   6.8000000e+02	   1.1017121e-07	   5.7592920e-09	   6.9221675e-10	   4.7236262e-11	   1.7368258e-11	   7.7052609e-13	
   6.8100000e+02	   1.1067662e-07	   5.8037051e-09	   6.9922410e-10	   4.7914043e-11	   1.7636929e-11	   7.8658148e-13	
   6.8200000e+02	   1.1118958e-07	   5.8491333e-09	   7.0642654e-10	   4.8613447e-11	   1.7915442e-11	   8.0325462e-13	
   6.8300000e+02	   1.1169138e-07	   5.8933661e-09	   7.1342290e-10	   4.9292352e-11	   1.8186621e-11	   8.1944587e-13	
   6.8400000e+02	   1.1217069e-07	   5.9350630e-09	   7.1997214e-10	   4.9925332e-11	   1.8440274e-11	   8.3449614e-13	
   6.8500000e+02	   1.1263940e-07	   5.9755975e-09	   7.2632890e-10	   5.0537934e-11	   1.8687471e-11	   8.4906586e-13	
