wl,1,6,5,2,3,4
600,0.007354,0.004087,0.009095,0.006982,0.006637,0.008558
602,0.007319,0.004115,0.009044,0.006984,0.006612,0.008582
604,0.007315,0.004022,0.009019,0.006965,0.006589,0.008523
606,0.007355,0.004142,0.009081,0.007005,0.006618,0.008567
608,0.007333,0.004083,0.009053,0.006982,0.006642,0.008574
610,0.00733,0.004101,0.008986,0.00693,0.006663,0.008564
612,0.007393,0.00405,0.00907,0.006985,0.006651,0.008511
614,0.007393,0.004005,0.009012,0.00697,0.006654,0.008505
616,0.007375,0.004029,0.009008,0.006955,0.006695,0.008512
618,0.007414,0.004042,0.009067,0.006956,0.006702,0.008556
620,0.007348,0.004029,0.009079,0.006967,0.006699,0.00852
622,0.007369,0.004013,0.009059,0.006955,0.006604,0.008492
624,0.007468,0.004058,0.009115,0.007085,0.006723,0.008545
626,0.007406,0.004033,0.009154,0.007072,0.006703,0.00856
628,0.007515,0.004126,0.009137,0.007143,0.006794,0.008489
630,0.007518,0.004168,0.009179,0.007117,0.006811,0.008578
632,0.007587,0.004272,0.0092,0.007128,0.006864,0.008544
634,0.007532,0.004189,0.009229,0.007171,0.00683,0.008563
636,0.007465,0.004067,0.009123,0.007104,0.006748,0.008446
638,0.007459,0.004027,0.009039,0.007044,0.006717,0.00842
640,0.00745,0.003995,0.008988,0.007069,0.006647,0.008411
642,0.007438,0.004014,0.009006,0.006984,0.006694,0.008409
644,0.007468,0.00399,0.008968,0.006947,0.006658,0.008389
646,0.007451,0.004062,0.008961,0.006931,0.006669,0.008384
648,0.00748,0.004007,0.008908,0.006901,0.006663,0.008377
650,0.007448,0.004068,0.008922,0.007045,0.006677,0.008391
652,0.007467,0.003977,0.008844,0.006989,0.006628,0.008308
654,0.007436,0.004063,0.008853,0.006917,0.006675,0.008305
656,0.007465,0.004111,0.008887,0.006962,0.006661,0.008311
658,0.007503,0.004089,0.008827,0.00698,0.006718,0.008381
660,0.007497,0.004045,0.008811,0.007026,0.006671,0.008339
662,0.007444,0.004067,0.00874,0.006944,0.00663,0.008381
664,0.00748,0.004085,0.008816,0.00699,0.006707,0.008375
666,0.007451,0.004078,0.008842,0.006963,0.006596,0.008333
668,0.007486,0.004043,0.008862,0.007036,0.006702,0.008376
670,0.007473,0.004033,0.008831,0.006931,0.006664,0.008318
672,0.007435,0.004074,0.008807,0.006968,0.006683,0.008343
674,0.007458,0.0041,0.008813,0.006969,0.00668,0.008331
676,0.007412,0.004148,0.008856,0.006989,0.006725,0.008296
678,0.007349,0.00409,0.008823,0.006961,0.006638,0.00835
680,0.007416,0.004061,0.008796,0.006944,0.006661,0.008304
682,0.007499,0.00404,0.00876,0.006971,0.006626,0.008284
684,0.007497,0.004018,0.008736,0.006954,0.006616,0.008258
686,0.007545,0.004134,0.008798,0.006923,0.006625,0.008253
688,0.007486,0.004075,0.008727,0.006914,0.00659,0.008239
690,0.007486,0.004068,0.008747,0.007024,0.006598,0.008209
692,0.00754,0.004083,0.008708,0.007038,0.006646,0.008247
694,0.007514,0.004044,0.00867,0.006963,0.006693,0.008247
696,0.007513,0.003965,0.008685,0.007036,0.006657,0.008193
698,0.007585,0.004116,0.008719,0.007097,0.006744,0.008246
700,0.00764,0.004126,0.008811,0.007069,0.00674,0.008321
702,0.007608,0.004085,0.008781,0.007073,0.006684,0.008346
704,0.007598,0.004109,0.008762,0.007114,0.006717,0.008351
706,0.007649,0.004163,0.008843,0.00716,0.006712,0.008344
708,0.007546,0.004059,0.008769,0.007074,0.006659,0.008332
710,0.007553,0.004147,0.008778,0.007068,0.006779,0.008359
712,0.007673,0.004178,0.008841,0.007136,0.006781,0.008364
714,0.007606,0.004125,0.008846,0.007158,0.006785,0.008406
716,0.007556,0.004119,0.00874,0.007093,0.006694,0.008314
718,0.007676,0.004083,0.008737,0.007013,0.006695,0.008342
720,0.007585,0.004134,0.008739,0.00699,0.006637,0.008278
722,0.007618,0.004183,0.008745,0.007009,0.006725,0.008322
724,0.007717,0.004247,0.008813,0.007106,0.006814,0.008343
726,0.007714,0.004263,0.008844,0.007152,0.006805,0.008367
728,0.007876,0.004384,0.009013,0.007291,0.006902,0.008437
730,0.007857,0.004376,0.008985,0.007276,0.006903,0.00852
732,0.007975,0.004467,0.00914,0.007394,0.007022,0.008578
734,0.0081,0.004609,0.009216,0.007547,0.007174,0.008762
736,0.008411,0.004898,0.009511,0.007788,0.00747,0.008945
738,0.008534,0.005127,0.009638,0.008026,0.00771,0.009118
740,0.008719,0.005412,0.009871,0.008315,0.007905,0.009397
742,0.008933,0.005471,0.01013,0.008463,0.008038,0.009507
744,0.008974,0.005442,0.01015,0.008454,0.007997,0.009548
746,0.008818,0.005255,0.009787,0.008155,0.007825,0.009312
748,0.0083,0.004679,0.009261,0.00774,0.007188,0.008864
750,0.007949,0.004452,0.008983,0.00744,0.007021,0.008523
752,0.007742,0.004348,0.008928,0.007303,0.006902,0.008397
754,0.007736,0.004252,0.008827,0.007168,0.006876,0.008348
756,0.007723,0.004266,0.008783,0.007186,0.006978,0.008282
758,0.007725,0.004259,0.008648,0.007074,0.006815,0.008299
760,0.007847,0.004251,0.00879,0.007213,0.006747,0.008331
762,0.0077,0.0042,0.008723,0.007173,0.006741,0.008231
764,0.007684,0.004184,0.008775,0.007014,0.006736,0.008218
766,0.007674,0.004252,0.008764,0.007062,0.006695,0.008236
768,0.007641,0.004222,0.008677,0.007122,0.006761,0.008269
770,0.007684,0.004213,0.0087,0.007172,0.006747,0.008262
772,0.007733,0.004267,0.008662,0.007108,0.006772,0.008216
774,0.007891,0.004363,0.00884,0.007285,0.006975,0.008312
776,0.007779,0.004338,0.008808,0.007232,0.006958,0.008228
778,0.007592,0.004359,0.008686,0.00714,0.006844,0.008192
780,0.007716,0.004479,0.008716,0.007126,0.006884,0.008324
782,0.007786,0.004445,0.00873,0.007054,0.00682,0.008264
784,0.007807,0.004534,0.008761,0.007142,0.006907,0.008243
786,0.00764,0.004466,0.008746,0.007159,0.006805,0.008211
788,0.007799,0.004496,0.008773,0.007257,0.006939,0.008291
790,0.00774,0.004543,0.008704,0.007215,0.00705,0.0083
792,0.00774,0.004529,0.008766,0.00727,0.006974,0.008292
794,0.007717,0.004499,0.008825,0.007257,0.006906,0.008336
796,0.007811,0.004493,0.008812,0.007283,0.006989,0.008377
798,0.007873,0.004455,0.008825,0.007281,0.006907,0.008338
800,0.007832,0.004397,0.008747,0.007328,0.006883,0.008357
802,0.007791,0.004523,0.008804,0.007383,0.006902,0.008337
804,0.008073,0.004769,0.008968,0.007599,0.007199,0.008458
806,0.007998,0.004793,0.009072,0.007659,0.00716,0.00863
808,0.008108,0.004747,0.009118,0.007562,0.007041,0.008604
810,0.00831,0.004759,0.009148,0.007476,0.007083,0.008722
