   8.6611974e-01	  -3.5229538e-01	  -3.5457660e-01	
  -8.2122396e-01	   4.4988511e-01	   3.5099088e-01	
  -7.7379291e-01	   5.3096964e-01	   3.4542116e-01	
  -8.2693820e-01	   5.4175278e-01	   1.5058932e-01	
  -6.4687760e-01	   6.8711090e-01	   3.3079900e-01	
  -7.0237628e-01	   6.9856343e-01	   1.3666275e-01	
  -4.9179446e-01	   8.1467453e-01	   3.0731681e-01	
  -5.5044924e-01	   8.2702584e-01	   1.1416607e-01	
