   6.0000000e+02	   2.1909886e-01	   2.1909886e-01	   5.0694293e-01	   5.0694293e-01	
   6.0100000e+02	   2.1834285e-01	   2.1834285e-01	   5.0521088e-01	   5.0521088e-01	
   6.0200000e+02	   2.1883367e-01	   2.1883367e-01	   5.0632478e-01	   5.0632478e-01	
   6.0300000e+02	   2.1853975e-01	   2.1853975e-01	   5.0568813e-01	   5.0568813e-01	
   6.0400000e+02	   2.1797824e-01	   2.1797824e-01	   5.0482670e-01	   5.0482670e-01	
   6.0500000e+02	   2.1760385e-01	   2.1760385e-01	   5.0381053e-01	   5.0381053e-01	
   6.0600000e+02	   2.1753110e-01	   2.1753110e-01	   5.0402555e-01	   5.0402555e-01	
   6.0700000e+02	   2.1652119e-01	   2.1652119e-01	   5.0212969e-01	   5.0212969e-01	
   6.0800000e+02	   2.1633925e-01	   2.1633925e-01	   5.0212161e-01	   5.0212161e-01	
   6.0900000e+02	   2.1642386e-01	   2.1642386e-01	   5.0182852e-01	   5.0182852e-01	
   6.1000000e+02	   2.1639790e-01	   2.1639790e-01	   5.0160980e-01	   5.0160980e-01	
   6.1100000e+02	   2.1595750e-01	   2.1595750e-01	   5.0135551e-01	   5.0135551e-01	
   6.1200000e+02	   2.1611513e-01	   2.1611513e-01	   5.0113300e-01	   5.0113300e-01	
   6.1300000e+02	   2.1627091e-01	   2.1627091e-01	   5.0185422e-01	   5.0185422e-01	
   6.1400000e+02	   2.1528106e-01	   2.1528106e-01	   4.9943503e-01	   4.9943503e-01	
   6.1500000e+02	   2.1497780e-01	   2.1497780e-01	   4.9939760e-01	   4.9939760e-01	
   6.1600000e+02	   2.1488778e-01	   2.1488778e-01	   4.9905736e-01	   4.9905736e-01	
   6.1700000e+02	   2.1501962e-01	   2.1501962e-01	   4.9892834e-01	   4.9892834e-01	
   6.1800000e+02	   2.1446197e-01	   2.1446197e-01	   4.9776576e-01	   4.9776576e-01	
   6.1900000e+02	   2.1442057e-01	   2.1442057e-01	   4.9769070e-01	   4.9769070e-01	
   6.2000000e+02	   2.1498513e-01	   2.1498513e-01	   4.9873060e-01	   4.9873060e-01	
   6.2100000e+02	   2.1525252e-01	   2.1525252e-01	   4.9877884e-01	   4.9877884e-01	
   6.2200000e+02	   2.1464564e-01	   2.1464564e-01	   4.9765332e-01	   4.9765332e-01	
   6.2300000e+02	   2.1370623e-01	   2.1370623e-01	   4.9605798e-01	   4.9605798e-01	
   6.2400000e+02	   2.1427526e-01	   2.1427526e-01	   4.9709339e-01	   4.9709339e-01	
   6.2500000e+02	   2.1400061e-01	   2.1400061e-01	   4.9609106e-01	   4.9609106e-01	
   6.2600000e+02	   2.1413830e-01	   2.1413830e-01	   4.9679375e-01	   4.9679375e-01	
   6.2700000e+02	   2.1338831e-01	   2.1338831e-01	   4.9475090e-01	   4.9475090e-01	
   6.2800000e+02	   2.1248354e-01	   2.1248354e-01	   4.9357997e-01	   4.9357997e-01	
   6.2900000e+02	   2.1308955e-01	   2.1308955e-01	   4.9352801e-01	   4.9352801e-01	
   6.3000000e+02	   2.1210874e-01	   2.1210874e-01	   4.9180856e-01	   4.9180856e-01	
   6.3100000e+02	   2.1298226e-01	   2.1298226e-01	   4.9322556e-01	   4.9322556e-01	
   6.3200000e+02	   2.1200515e-01	   2.1200515e-01	   4.9177717e-01	   4.9177717e-01	
   6.3300000e+02	   2.1275492e-01	   2.1275492e-01	   4.9302993e-01	   4.9302993e-01	
   6.3400000e+02	   2.1223910e-01	   2.1223910e-01	   4.9273529e-01	   4.9273529e-01	
   6.3500000e+02	   2.1198025e-01	   2.1198025e-01	   4.9154972e-01	   4.9154972e-01	
   6.3600000e+02	   2.1126001e-01	   2.1126001e-01	   4.9096919e-01	   4.9096919e-01	
   6.3700000e+02	   2.1117477e-01	   2.1117477e-01	   4.9074310e-01	   4.9074310e-01	
   6.3800000e+02	   2.1011118e-01	   2.1011118e-01	   4.8873644e-01	   4.8873644e-01	
   6.3900000e+02	   2.1034279e-01	   2.1034279e-01	   4.8930972e-01	   4.8930972e-01	
   6.4000000e+02	   2.0914898e-01	   2.0914898e-01	   4.8703215e-01	   4.8703215e-01	
   6.4100000e+02	   2.0908908e-01	   2.0908908e-01	   4.8733161e-01	   4.8733161e-01	
   6.4200000e+02	   2.0819218e-01	   2.0819218e-01	   4.8633635e-01	   4.8633635e-01	
   6.4300000e+02	   2.0885491e-01	   2.0885491e-01	   4.8652166e-01	   4.8652166e-01	
   6.4400000e+02	   2.0857060e-01	   2.0857060e-01	   4.8622761e-01	   4.8622761e-01	
   6.4500000e+02	   2.0822175e-01	   2.0822175e-01	   4.8548790e-01	   4.8548790e-01	
   6.4600000e+02	   2.0811666e-01	   2.0811666e-01	   4.8489132e-01	   4.8489132e-01	
   6.4700000e+02	   2.0708344e-01	   2.0708344e-01	   4.8297586e-01	   4.8297586e-01	
   6.4800000e+02	   2.0748430e-01	   2.0748430e-01	   4.8534462e-01	   4.8534462e-01	
   6.4900000e+02	   2.0715584e-01	   2.0715584e-01	   4.8428794e-01	   4.8428794e-01	
   6.5000000e+02	   2.0725983e-01	   2.0725983e-01	   4.8426813e-01	   4.8426813e-01	
   6.5100000e+02	   2.0595208e-01	   2.0595208e-01	   4.8213552e-01	   4.8213552e-01	
   6.5200000e+02	   2.0644172e-01	   2.0644172e-01	   4.8219854e-01	   4.8219854e-01	
   6.5300000e+02	   2.0646590e-01	   2.0646590e-01	   4.8236804e-01	   4.8236804e-01	
   6.5400000e+02	   2.0662423e-01	   2.0662423e-01	   4.8220069e-01	   4.8220069e-01	
   6.5500000e+02	   2.0624452e-01	   2.0624452e-01	   4.8141172e-01	   4.8141172e-01	
   6.5600000e+02	   2.0537573e-01	   2.0537573e-01	   4.7998835e-01	   4.7998835e-01	
   6.5700000e+02	   2.0492160e-01	   2.0492160e-01	   4.7915877e-01	   4.7915877e-01	
   6.5800000e+02	   2.0530851e-01	   2.0530851e-01	   4.7985456e-01	   4.7985456e-01	
   6.5900000e+02	   2.0547233e-01	   2.0547233e-01	   4.7995247e-01	   4.7995247e-01	
   6.6000000e+02	   2.0430908e-01	   2.0430908e-01	   4.7787711e-01	   4.7787711e-01	
   6.6100000e+02	   2.0443948e-01	   2.0443948e-01	   4.7763966e-01	   4.7763966e-01	
   6.6200000e+02	   2.0411804e-01	   2.0411804e-01	   4.7739613e-01	   4.7739613e-01	
   6.6300000e+02	   2.0419607e-01	   2.0419607e-01	   4.7754508e-01	   4.7754508e-01	
   6.6400000e+02	   2.0371091e-01	   2.0371091e-01	   4.7589445e-01	   4.7589445e-01	
   6.6500000e+02	   2.0353992e-01	   2.0353992e-01	   4.7579461e-01	   4.7579461e-01	
   6.6600000e+02	   2.0429036e-01	   2.0429036e-01	   4.7695507e-01	   4.7695507e-01	
   6.6700000e+02	   2.0318852e-01	   2.0318852e-01	   4.7558915e-01	   4.7558915e-01	
   6.6800000e+02	   2.0296029e-01	   2.0296029e-01	   4.7455917e-01	   4.7455917e-01	
   6.6900000e+02	   2.0298669e-01	   2.0298669e-01	   4.7443281e-01	   4.7443281e-01	
   6.7000000e+02	   2.0206520e-01	   2.0206520e-01	   4.7247587e-01	   4.7247587e-01	
   6.7100000e+02	   2.0309302e-01	   2.0309302e-01	   4.7493149e-01	   4.7493149e-01	
   6.7200000e+02	   2.0123125e-01	   2.0123125e-01	   4.7095773e-01	   4.7095773e-01	
   6.7300000e+02	   2.0248558e-01	   2.0248558e-01	   4.7296581e-01	   4.7296581e-01	
   6.7400000e+02	   2.0160466e-01	   2.0160466e-01	   4.7153861e-01	   4.7153861e-01	
   6.7500000e+02	   2.0163269e-01	   2.0163269e-01	   4.7191099e-01	   4.7191099e-01	
   6.7600000e+02	   2.0136916e-01	   2.0136916e-01	   4.7108111e-01	   4.7108111e-01	
   6.7700000e+02	   2.0042101e-01	   2.0042101e-01	   4.6898757e-01	   4.6898757e-01	
   6.7800000e+02	   2.0086156e-01	   2.0086156e-01	   4.6951937e-01	   4.6951937e-01	
   6.7900000e+02	   2.0052987e-01	   2.0052987e-01	   4.6945705e-01	   4.6945705e-01	
   6.8000000e+02	   2.0061065e-01	   2.0061065e-01	   4.6935380e-01	   4.6935380e-01	
