   3.1441872e-01	   1.5802336e+02	   1.6242118e-01	   1.4676463e+02	   2.6720995e-02	   3.7159781e+01	   1.9768513e-01	   1.4149180e+02	   9.8842564e-02	   4.2447539e+02	
   2.9340961e-01	   1.5600524e+02	   1.4828869e-01	   1.4505345e+02	   2.7249533e-02	   3.5933720e+01	   1.8396326e-01	   1.3919607e+02	   9.1981632e-02	   4.1758822e+02	
   2.7329740e-01	   1.5405954e+02	   1.3388513e-01	   1.4333833e+02	   2.7249533e-02	   3.4765649e+01	   1.7322299e-01	   1.3684033e+02	   8.6611494e-02	   4.1052098e+02	
   2.5286719e-01	   1.5222057e+02	   1.1804562e-01	   1.4162372e+02	   2.7464863e-02	   3.3652019e+01	   1.6018270e-01	   1.3464677e+02	   8.0091349e-02	   4.0394030e+02	
   2.3384140e-01	   1.5052262e+02	   1.0336932e-01	   1.3991346e+02	   2.8012978e-02	   3.2589547e+01	   1.5112548e-01	   1.3252201e+02	   7.5562740e-02	   3.9756603e+02	
   2.2059873e-01	   1.4900000e+02	   9.5029567e-02	   1.3821087e+02	   2.9579017e-02	   3.1575193e+01	   1.4169561e-01	   1.3042600e+02	   7.0847803e-02	   3.9127801e+02	
   2.1182456e-01	   1.4763145e+02	   9.1547870e-02	   1.3651880e+02	   3.1145058e-02	   3.0606135e+01	   1.3580344e-01	   1.2726219e+02	   6.7901721e-02	   3.8178656e+02	
   2.0735526e-01	   1.4636058e+02	   9.2287942e-02	   1.3483970e+02	   3.4981855e-02	   2.9679755e+01	   1.3361835e-01	   1.2491456e+02	   6.6809174e-02	   3.7474370e+02	
   2.0840078e-01	   1.4516898e+02	   9.8749252e-02	   1.3317563e+02	   4.1833281e-02	   2.8793618e+01	   1.3565204e-01	   1.2371833e+02	   6.7826018e-02	   3.7115501e+02	
   2.1500768e-01	   1.4403821e+02	   1.1165417e-01	   1.3152837e+02	   4.9722207e-02	   2.7945462e+01	   1.4058018e-01	   1.2298767e+02	   7.0290091e-02	   3.6896302e+02	
   2.1927251e-01	   1.4294988e+02	   1.2320576e-01	   1.2989941e+02	   4.9369848e-02	   2.7133176e+01	   1.4654036e-01	   1.2315992e+02	   7.3270180e-02	   3.6947975e+02	
   2.2209366e-01	   1.4188556e+02	   1.3242838e-01	   1.2828999e+02	   4.8958763e-02	   2.6354796e+01	   1.5201877e-01	   1.2357059e+02	   7.6009385e-02	   3.7071177e+02	
   2.1495965e-01	   1.4082683e+02	   1.2845773e-01	   1.2670114e+02	   4.7842959e-02	   2.5608488e+01	   1.4700315e-01	   1.2265001e+02	   7.3501579e-02	   3.6795004e+02	
   2.0627451e-01	   1.3975527e+02	   1.2216177e-01	   1.2513370e+02	   4.6355221e-02	   2.4892538e+01	   1.4281335e-01	   1.2219521e+02	   7.1406676e-02	   3.6658563e+02	
   2.0090577e-01	   1.3865247e+02	   1.2002163e-01	   1.2358836e+02	   4.4280218e-02	   2.4205348e+01	   1.4188054e-01	   1.2089473e+02	   7.0940272e-02	   3.6268418e+02	
   1.9866037e-01	   1.3750000e+02	   1.2125475e-01	   1.2206564e+02	   4.2714178e-02	   2.3545417e+01	   1.4162779e-01	   1.1927820e+02	   7.0813894e-02	   3.5783459e+02	
   1.9879685e-01	   1.3617609e+02	   1.2668183e-01	   1.2056596e+02	   4.2440121e-02	   2.2911345e+01	   1.4482485e-01	   1.1743535e+02	   7.2412425e-02	   3.5230604e+02	
   2.0170711e-01	   1.3461404e+02	   1.3702595e-01	   1.1908961e+02	   4.4495549e-02	   2.2301818e+01	   1.5054731e-01	   1.1527557e+02	   7.5273656e-02	   3.4582671e+02	
   2.1025055e-01	   1.3287806e+02	   1.4021665e-01	   1.1763680e+02	   5.2560654e-02	   2.1715603e+01	   1.5693723e-01	   1.1341523e+02	   7.8468615e-02	   3.4024568e+02	
   2.1746277e-01	   1.3103237e+02	   1.3447538e-01	   1.1620762e+02	   5.9138022e-02	   2.1151543e+01	   1.6297744e-01	   1.1207262e+02	   8.1488719e-02	   3.3621785e+02	
   2.2088745e-01	   1.2914117e+02	   1.3623565e-01	   1.1480213e+02	   6.1447931e-02	   2.0608553e+01	   1.6676966e-01	   1.1060971e+02	   8.3384829e-02	   3.3182913e+02	
   2.2330867e-01	   1.2726868e+02	   1.4257004e-01	   1.1342031e+02	   6.2779065e-02	   2.0085610e+01	   1.7181071e-01	   1.0951188e+02	   8.5905354e-02	   3.2853563e+02	
   2.2677189e-01	   1.2547910e+02	   1.4909026e-01	   1.1206206e+02	   6.5265154e-02	   1.9581755e+01	   1.7728369e-01	   1.0837781e+02	   8.8641844e-02	   3.2513342e+02	
   2.3073905e-01	   1.2383666e+02	   1.5645062e-01	   1.1072726e+02	   6.8671291e-02	   1.9096084e+01	   1.8385356e-01	   1.0668488e+02	   9.1926779e-02	   3.2005464e+02	
   2.3678341e-01	   1.2240555e+02	   1.6396458e-01	   1.0941575e+02	   7.4739696e-02	   1.8627743e+01	   1.9283709e-01	   1.0460910e+02	   9.6418545e-02	   3.1382731e+02	
   2.4161360e-01	   1.2125000e+02	   1.6911838e-01	   1.0812732e+02	   7.9946779e-02	   1.8175931e+01	   2.0132896e-01	   1.0315644e+02	   1.0066448e-01	   3.0946934e+02	
   2.4677650e-01	   1.2030116e+02	   1.7449070e-01	   1.0686172e+02	   8.6641600e-02	   1.7739891e+01	   2.0899146e-01	   1.0167061e+02	   1.0449573e-01	   3.0501183e+02	
   2.5774810e-01	   1.1943800e+02	   1.8487672e-01	   1.0561870e+02	   1.0114705e-01	   1.7318906e+01	   2.1917603e-01	   1.0086638e+02	   1.0958802e-01	   3.0259913e+02	
   2.8588872e-01	   1.1864640e+02	   1.9867466e-01	   1.0439797e+02	   1.3636337e-01	   1.6912303e+01	   2.3095827e-01	   9.9410003e+01	   1.1547914e-01	   2.9823001e+02	
   3.3462576e-01	   1.1791228e+02	   2.1815371e-01	   1.0319923e+02	   1.9634270e-01	   1.6519442e+01	   2.4672582e-01	   9.7677515e+01	   1.2336291e-01	   2.9303254e+02	
   4.1954707e-01	   1.1722154e+02	   2.5681593e-01	   1.0202215e+02	   2.9835063e-01	   1.6139721e+01	   2.8414947e-01	   9.6513803e+01	   1.4207474e-01	   2.8954141e+02	
   5.2674523e-01	   1.1656007e+02	   2.9902652e-01	   1.0086641e+02	   4.2651143e-01	   1.5772569e+01	   3.2040438e-01	   9.5724694e+01	   1.6020219e-01	   2.8717408e+02	
   5.4483447e-01	   1.1591378e+02	   3.0967794e-01	   9.9731668e+01	   4.5405416e-01	   1.5417445e+01	   3.3442132e-01	   9.4980318e+01	   1.6721067e-01	   2.8494096e+02	
   5.2972630e-01	   1.1526857e+02	   3.0602694e-01	   9.8617568e+01	   4.4469707e-01	   1.5073837e+01	   3.4179287e-01	   9.3770871e+01	   1.7089644e-01	   2.8131261e+02	
   4.9137767e-01	   1.1461034e+02	   2.9739538e-01	   9.7523758e+01	   4.0914796e-01	   1.4741260e+01	   3.2942245e-01	   9.3056510e+01	   1.6471122e-01	   2.7916953e+02	
   4.4169305e-01	   1.1392500e+02	   2.8623780e-01	   9.6449880e+01	   3.6122714e-01	   1.4419253e+01	   3.1363734e-01	   9.2618252e+01	   1.5681867e-01	   2.7785476e+02	
   3.8898237e-01	   1.1322564e+02	   2.6449403e-01	   9.5395567e+01	   3.0984145e-01	   1.4107380e+01	   2.9255442e-01	   9.2240900e+01	   1.4627721e-01	   2.7672270e+02	
   3.3685633e-01	   1.1253359e+02	   2.3553917e-01	   9.4360457e+01	   2.5925836e-01	   1.3805227e+01	   2.7321601e-01	   9.1997223e+01	   1.3660800e-01	   2.7599167e+02	
   2.8865165e-01	   1.1184711e+02	   2.0545071e-01	   9.3344186e+01	   2.1372575e-01	   1.3512399e+01	   2.4893108e-01	   9.1312185e+01	   1.2446554e-01	   2.7393656e+02	
   2.4984082e-01	   1.1116442e+02	   1.8221013e-01	   9.2346392e+01	   1.7917499e-01	   1.3228522e+01	   2.2697772e-01	   9.0047171e+01	   1.1348886e-01	   2.7014151e+02	
   2.2305598e-01	   1.1048379e+02	   1.6949855e-01	   9.1366711e+01	   1.5562566e-01	   1.2953240e+01	   2.1033601e-01	   8.8798250e+01	   1.0516801e-01	   2.6639475e+02	
   1.9963482e-01	   1.0953101e+02	   1.6246812e-01	   9.0024901e+01	   1.3769684e-01	   1.2581646e+01	   1.8621050e-01	   8.6786679e+01	   9.3105250e-02	   2.6036004e+02	
